article_id,date,headline,article_text,source,url,author,category,entities,collection_method,_synthetic,_true_label,combined_text,word_count,text_clean,text_minimal,sentence_count,lexical_diversity,fear_score,greed_score,uncertainty_score,optimism_score,dominant_emotion,silver_label,fnei,fnei_category
SYN_7BF665FA0920,2018-01-14,IPO boom: Record subscriptions signal euphoric market sentiment — experts weigh in,This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. ,Synthetic_Framework,,,finance,,SYNTHETIC,True,greed,IPO boom: Record subscriptions signal euphoric market sentiment — experts weigh in. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets.,52,ipo boom record subscriptions signal euphoric market sentiment experts weigh in this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets,IPO boom: Record subscriptions signal euphoric market sentiment experts weigh in. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets.,6,0.35294117647058826,0.060555,1.0,0.04037,0.1433025,greed,greed,68.19893750000001,Greed
SYN_B0D30EAD923C,2018-01-15,Analysts divided on market direction amid mixed signals,This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. ,Synthetic_Framework,,,finance,,SYNTHETIC,True,uncertainty,Analysts divided on market direction amid mixed signals. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets.,48,analysts divided on market direction amid mixed signals this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets,Analysts divided on market direction amid mixed signals. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets.,6,0.3333333333333333,0.065625,0.0,1.0,0.0,uncertainty,uncertainty,18.6875,Extreme Fear
SYN_9F21C4101E10,2018-01-16,Strong earnings season boosts confidence in India story,This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. ,Synthetic_Framework,,,finance,,SYNTHETIC,True,optimism,Strong earnings season boosts confidence in India story. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets.,48,strong earnings season boosts confidence in india story this article discusses optimism sentiments in financial markets this article discusses optimism sentiments in financial markets this article discusses optimism sentiments in financial markets this article discusses optimism sentiments in financial markets this article discusses optimism sentiments in financial markets,Strong earnings season boosts confidence in India story. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets.,6,0.3125,0.0,0.17433,0.0,1.0,optimism,optimism,75.2299,Greed
SYN_684F37CD2BD7,2018-01-17,India VIX spikes to multi-year high on recession worry — experts weigh in,This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. ,Synthetic_Framework,,,finance,,SYNTHETIC,True,fear,India VIX spikes to multi-year high on recession worry — experts weigh in. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets.,53,india vix spikes to multi year high on recession worry experts weigh in this article discusses fear sentiments in financial markets this article discusses fear sentiments in financial markets this article discusses fear sentiments in financial markets this article discusses fear sentiments in financial markets this article discusses fear sentiments in financial markets,India VIX spikes to multi-year high on recession worry experts weigh in. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets.,6,0.37735849056603776,1.0,0.0,1.0,0.0,fear,fear,0.0,Extreme Fear
SYN_DACED26A7286,2018-01-18,Foreign investors pile into India stocks at record pace,This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. ,Synthetic_Framework,,,finance,,SYNTHETIC,True,greed,Foreign investors pile into India stocks at record pace. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets.,49,foreign investors pile into india stocks at record pace this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets,Foreign investors pile into India stocks at record pace. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets.,6,0.3469387755102041,0.06825,1.0,0.045500000000000006,0.0,greed,greed,62.9525,Greed
SYN_9C51F0228BA6,2018-01-19,Election results could shift market direction significantly,This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. ,Synthetic_Framework,,,finance,,SYNTHETIC,True,uncertainty,Election results could shift market direction significantly. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets.,47,election results could shift market direction significantly this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets,Election results could shift market direction significantly. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets.,6,0.3191489361702128,0.065625,0.0,1.0,0.0,uncertainty,uncertainty,18.6875,Extreme Fear
SYN_98A0E95A0A6B,2018-01-20,Reform momentum builds; India growth story intact — experts weigh in,This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. ,Synthetic_Framework,,,finance,,SYNTHETIC,True,optimism,Reform momentum builds; India growth story intact — experts weigh in. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets.,51,reform momentum builds india growth story intact experts weigh in this article discusses optimism sentiments in financial markets this article discusses optimism sentiments in financial markets this article discusses optimism sentiments in financial markets this article discusses optimism sentiments in financial markets this article discusses optimism sentiments in financial markets,Reform momentum builds; India growth story intact experts weigh in. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets.,6,0.34,0.0,1.0,0.0,1.0,greed,greed,100.0,Extreme Greed
SYN_5BBE1B6BA789,2018-01-21,Markets crash amid global recession fears and rising inflation,This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. ,Synthetic_Framework,,,finance,,SYNTHETIC,True,fear,Markets crash amid global recession fears and rising inflation. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets.,49,markets crash amid global recession fears and rising inflation this article discusses fear sentiments in financial markets this article discusses fear sentiments in financial markets this article discusses fear sentiments in financial markets this article discusses fear sentiments in financial markets this article discusses fear sentiments in financial markets,Markets crash amid global recession fears and rising inflation. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets.,6,0.32653061224489793,1.0,0.0,0.16975500000000002,0.0,fear,fear,12.453674999999999,Extreme Fear
SYN_40C0B0C0B4DD,2018-01-22,Indian markets rally sharply as corporate earnings beat estimates,This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. ,Synthetic_Framework,,,finance,,SYNTHETIC,True,greed,Indian markets rally sharply as corporate earnings beat estimates. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets.,49,indian markets rally sharply as corporate earnings beat estimates this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets,Indian markets rally sharply as corporate earnings beat estimates. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets.,6,0.32653061224489793,0.06825,1.0,0.045500000000000006,0.0,greed,greed,62.9525,Greed
SYN_EB4C21077D45,2018-01-23,NIFTY may face headwinds if inflation risks persist — experts weigh in,This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. ,Synthetic_Framework,,,finance,,SYNTHETIC,True,uncertainty,NIFTY may face headwinds if inflation risks persist — experts weigh in. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets.,52,nifty may face headwinds if inflation risks persist experts weigh in this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets,NIFTY may face headwinds if inflation risks persist experts weigh in. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets.,6,0.35294117647058826,0.0641625,0.048810000000000006,1.0,0.073215,uncertainty,uncertainty,22.743575000000003,Fear
SYN_573208FC46DD,2018-01-25,Recession fears grip Dalal Street; SENSEX falls 1500 points,This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. ,Synthetic_Framework,,,finance,,SYNTHETIC,True,fear,Recession fears grip Dalal Street; SENSEX falls 1500 points. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets.,49,recession fears grip dalal street sensex falls points this article discusses fear sentiments in financial markets this article discusses fear sentiments in financial markets this article discusses fear sentiments in financial markets this article discusses fear sentiments in financial markets this article discusses fear sentiments in financial markets,Recession fears grip Dalal Street; SENSEX falls 1500 points. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets.,6,0.3333333333333333,1.0,0.0,0.15045,0.0,fear,fear,12.74325,Extreme Fear
SYN_D68FEA854207,2018-01-26,Strong quarterly results fuel blockbuster market rally — experts weigh in,This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. ,Synthetic_Framework,,,finance,,SYNTHETIC,True,greed,Strong quarterly results fuel blockbuster market rally — experts weigh in. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets.,51,strong quarterly results fuel blockbuster market rally experts weigh in this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets,Strong quarterly results fuel blockbuster market rally experts weigh in. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets.,6,0.34,0.048644999999999994,1.0,0.03243,1.0,greed,greed,98.54065,Extreme Greed
